	FromNodeId	ToNodeId	Sign
158	2557	6973	1
159	3328	6973	1
160	6052	6973	1
161	10631	6973	1
162	10923	6973	1
163	1754	6973	1
164	4179	6973	1
165	1625	6973	1
166	1229	6973	1
167	8700	6973	1
168	7779	6973	1
169	4907	6973	1
170	639	6973	1
171	4935	6973	1
172	9084	6973	1
173	2757	6973	1
174	6626	6973	1
175	5852	6973	1
176	1086	6973	1
177	954	6973	1
178	3773	6973	1
179	6937	6973	1
180	5616	6973	1
181	5240	6973	1
182	3945	6973	1
183	5625	6973	1
184	5182	6973	1
185	10177	6973	1
186	8189	6973	1
187	8395	6973	1
188	10365	6973	1
189	11366	6973	1
190	11264	6973	1
191	4299	6973	1
192	1567	6973	1
193	719	6973	1
194	6035	6973	1
195	1366	6973	1
196	5871	6973	1
197	9331	6973	1
198	11133	6973	1
199	8452	6973	1
200	6145	6973	1
201	9086	6973	1
202	7994	6973	1
203	5883	6973	1
204	5520	6973	1
205	7970	6973	1
206	93	6973	1
207	6939	6973	1
208	971	6973	1
209	2441	6973	1
210	7889	6973	1
211	6014	6973	1
212	1460	6973	1
213	10562	6973	1
214	2672	6973	1
215	9204	6973	1
216	5675	6973	1
217	7973	6973	1
218	8470	6973	1
219	1239	6973	1
220	7157	6973	1
221	585	6973	1
222	7097	6973	1
223	3393	6973	1
224	987	6973	1
225	789	6973	1
226	1146	6973	1
227	558	6973	1
228	5191	6973	1
229	8906	6973	1
230	4173	6973	1
231	6630	6973	1
232	8954	6973	1
233	1266	6973	1
234	1537	6973	1
235	8372	6973	1
236	109	6973	1
237	7535	6973	1
238	9181	6973	1
239	4708	6973	1
240	9967	6973	1
241	6927	6973	1
242	8899	6973	1
243	11028	6973	1
244	1085	6973	1
245	9419	6973	1
246	1558	6973	1
247	766	6973	1
248	1249	6973	1
249	7566	6973	1
250	6121	6973	1
251	8893	6973	1
252	5311	6973	1
253	5937	6973	1
254	9068	6973	1
255	643	6973	1
256	6499	6973	1
257	764	6973	1
258	9300	6973	1
259	11329	6973	1
260	9854	6973	1
261	131	6973	1
262	4079	6973	1
263	6574	6973	1
264	1384	6973	1
265	6774	6973	1
266	8580	6973	1
267	1327	6973	1
268	8108	6973	1
269	8835	6973	1
270	4413	6973	1
271	7337	6973	-1
272	3477	6973	-1
273	7571	6973	0
274	10775	7182	1
275	3807	7182	1
276	4173	7182	1
277	5520	7182	1
278	10770	7182	1
279	6386	7182	1
280	9220	7182	1
281	7973	7182	1
282	1359	7182	1
283	5625	7182	1
284	5848	7182	1
285	9279	7182	1
286	6625	7182	1
287	3335	7182	1
288	4076	7182	1
289	5442	7182	1
290	9300	7182	1
291	9310	7182	1
292	3886	7182	1
293	10756	7182	1
294	1230	7182	1
295	5182	7182	1
296	4907	7182	1
297	1282	7182	1
298	11297	7182	1
299	4545	7182	1
300	8661	7182	1
301	2757	7182	1
302	8150	7182	1
303	4607	7182	1
304	11329	7182	1
305	3573	7182	1
306	6145	7182	1
307	9823	7182	1
308	381	7182	1
309	1718	7182	1
310	1544	7182	1
311	1266	7182	1
312	6468	7182	1
313	6342	7182	1
314	3666	7182	1
315	10721	7182	1
316	954	7182	1
317	4075	7182	1
318	7925	7182	1
319	1671	7182	1
320	435	7182	1
321	7288	7182	1
322	4336	7182	1
323	5616	7182	1
324	4636	7182	1
325	6245	7182	1
326	6079	7182	1
327	93	7182	1
328	9998	7182	1
329	5977	7182	1
330	7779	7182	1
331	6960	7182	1
332	4413	7182	1
333	2332	7182	1
334	2638	7182	1
335	692	7182	1
336	2636	7182	1
337	9854	7182	1
338	4935	7182	1
339	10577	7182	1
340	4079	7182	1
341	9768	7182	1
342	1239	7182	1
343	9050	7182	1
344	6836	7182	1
345	3826	7182	1
346	5194	7182	1
347	181	7182	1
348	1888	7182	1
349	11028	7182	1
350	3316	7182	1
351	11198	7182	1
352	7386	7182	1
353	1045	7182	1
354	10214	7182	1
355	10075	7182	1
356	9032	7182	1
357	3049	7182	1
358	3786	7182	1
359	11341	7182	1
360	1327	7182	1
361	9630	7182	1
362	3291	7182	1
363	7346	7182	1
364	600	7182	1
365	1754	7182	1
366	5648	7182	1
367	1999	7182	1
368	5118	7182	1
369	2176	7182	1
370	9967	7182	1
371	9859	7182	1
372	8118	7182	1
373	8965	7182	1
374	10562	7182	1
375	2844	7182	1
376	6146	7182	1
377	8993	7182	1
378	1384	7182	1
379	5283	7182	1
380	6774	7182	1
381	2557	7182	1
382	1005	7182	-1
383	2102	7182	-1
384	8740	7182	-1
385	1481	7182	-1
386	6263	7182	-1
387	7337	7182	-1
388	6352	7182	-1
389	5937	7182	-1
390	6375	7182	-1
391	7571	7182	-1
392	1815	7182	-1
393	9424	7182	-1
394	1567	7182	-1
395	7084	7182	-1
396	4179	7182	-1
397	3974	7182	-1
398	10815	7182	-1
399	252	7182	-1
400	7157	7182	-1
401	379	7182	-1
402	5727	7182	-1
403	2076	7182	-1
404	8471	7182	-1
405	3346	7182	-1
406	97	7182	-1
407	1361	7182	-1
408	863	7182	-1
409	1935	7182	-1
410	2313	7182	-1
411	493	7182	-1
412	636	7182	0
413	6903	7182	0
414	1085	7182	0
415	7494	7182	0
416	7809	7182	0
417	8721	7182	0
418	4708	7182	0
419	9873	7182	0
420	5381	5625	1
421	5977	5625	1
422	9814	5625	1
423	10562	5625	1
424	10770	5625	1
425	4607	5625	1
426	2844	5625	1
427	2757	5625	1
428	2102	5625	1
429	6052	5625	1
430	6145	5625	1
431	8954	5625	1
432	8661	5625	1
433	7513	5625	1
434	181	5625	1
435	6352	5625	1
436	9768	5625	1
437	11341	5625	1
438	3886	5625	1
439	7535	5625	1
440	3573	5625	1
441	11208	5625	1
442	11148	5625	1
443	1085	5625	1
444	686	5625	1
445	8376	5625	1
446	7925	5625	1
447	93	5625	1
448	4179	5625	1
449	2277	5625	1
450	9402	5625	1
451	8700	5625	1
452	7494	5625	1
453	11329	5625	1
454	11028	5625	1
455	6047	5625	1
456	5796	5625	1
457	9086	5625	1
458	8402	5625	1
459	3606	5625	1
460	3328	5625	1
461	1150	5625	1
462	10365	5625	1
463	3666	5625	1
464	10577	5625	1
465	545	5625	1
466	10721	5625	1
467	6653	5625	1
468	1537	5625	1
469	1239	5625	1
470	6927	5625	1
471	7779	5625	1
472	4079	5625	1
473	719	5625	1
474	6512	5625	1
475	7912	5625	1
476	954	5625	1
477	5883	5625	1
478	4545	5625	1
479	1851	5625	1
480	1318	5625	1
481	2557	5625	1
482	3592	5625	1
483	6574	5625	1
484	223	5625	1
485	2027	5625	1
486	1327	5625	1
487	9854	5625	1
488	3316	5625	1
489	3346	5625	1
490	1455	5625	1
491	3335	5625	1
492	381	5625	1
493	1266	5625	1
494	1384	5625	1
495	2286	5625	1
496	9050	5625	1
497	5194	5625	1
498	5675	5625	1
499	3786	5625	1
500	3393	5625	1
501	6121	5625	1
502	9068	5625	1
503	10815	5625	1
504	5569	5625	1
505	7973	5625	1
506	987	5625	1
507	7835	5625	1
508	9723	5625	1
509	4485	5625	1
510	4892	5625	1
511	7346	5625	1
512	6320	5625	1
513	3049	5625	1
514	9181	5625	1
515	5182	5625	1
516	5442	5625	1
517	8906	5625	1
518	643	5625	1
519	7734	5625	1
520	5240	5625	1
521	6263	5625	-1
522	7571	5625	-1
523	6124	5625	-1
524	10104	5625	-1
525	11361	5625	-1
526	680	5625	-1
527	5727	5625	-1
528	8893	5625	-1
529	9823	5625	0
530	3049	3021	1
531	719	3021	1
532	6352	3021	1
533	9279	3021	1
534	10756	3021	1
535	432	3021	1
536	5977	3021	1
537	6277	3021	1
538	6795	3021	1
539	8661	3021	1
540	7511	3021	1
541	10562	3021	1
542	1384	3021	1
543	2757	3021	1
544	7779	3021	1
545	3573	3021	1
546	8693	3021	1
547	3464	3021	1
548	3393	3021	1
549	6146	3021	1
550	8954	3021	1
551	10093	3021	1
552	9823	3021	1
553	8793	3021	1
554	7182	3021	1
555	7326	3021	1
556	6653	3021	1
557	1755	3021	1
558	3335	3021	1
559	5616	3021	1
560	809	3021	1
561	643	3021	1
562	5848	3021	1
563	10577	3021	1
564	9854	3021	1
565	4907	3021	1
566	1316	3021	1
567	10991	3021	1
568	675	3021	1
569	11254	3021	1
570	4079	3021	1
571	93	3021	1
572	381	3021	1
573	2487	3021	1
574	7346	3021	1
575	7880	3021	1
576	3807	3021	1
577	7386	3021	1
578	10721	3021	1
579	3446	3021	1
580	2102	3021	1
581	6927	3021	1
582	6145	3021	1
583	3316	3021	1
584	6621	3021	1
585	9991	3021	1
586	9255	3021	1
587	3886	3021	1
588	4623	3021	1
589	7912	3021	1
590	9768	3021	1
591	1567	3021	1
592	4179	3021	1
593	11279	3021	1
594	7084	3021	1
595	9560	3021	1
596	3773	3021	1
597	2557	3021	1
598	110	3021	1
599	2387	3021	1
600	4018	3021	1
601	6245	3021	1
602	4599	3021	1
603	2672	3021	1
604	3242	3021	1
605	1765	3021	1
606	967	3021	1
607	10934	3021	1
608	9181	3021	1
609	9657	3021	1
610	5408	3021	1
611	987	3021	1
612	2179	3021	1
613	3395	3021	1
614	3873	3021	1
615	2328	3021	1
616	4843	3021	1
617	4607	3021	1
618	6180	3021	1
619	2314	3021	1
620	7809	3021	1
621	7673	3021	1
622	1537	3021	1
623	4258	3021	1
624	448	3021	1
625	2566	3021	1
626	4545	3021	1
627	8893	3021	1
628	22	3021	1
629	3666	3021	1
630	4664	3021	1
631	2277	3021	1
632	884	3021	1
633	6774	3021	1
634	6047	3021	1
635	6804	3021	1
636	6499	3021	1
637	2332	3021	1
638	9402	3021	1
639	954	3021	1
640	10365	3021	1
641	295	3021	1
642	8108	3021	1
643	6055	3021	1
644	3606	3021	1
645	766	3021	1
646	7448	3021	1
647	2844	3021	1
648	2286	3021	1
649	9700	3021	1
650	1763	3021	1
651	680	3021	1
652	9032	3021	1
653	1098	3021	1
654	3786	3021	1
655	2585	3021	1
656	10308	3021	1
657	11188	3021	1
658	4636	3021	1
659	9814	3021	1
660	2313	3021	1
661	7304	3021	1
662	5569	3021	1
663	1327	3021	1
664	10294	3021	1
665	11341	3021	1
666	3576	3021	1
667	4385	3021	1
668	193	3021	-1
669	11028	3021	-1
670	6263	3021	-1
671	6751	3021	-1
672	1266	3021	-1
673	8395	3021	-1
674	10097	3021	-1
675	5520	3021	-1
676	435	3021	-1
677	5625	3021	-1
678	686	3021	-1
679	1085	3021	-1
680	8050	3021	-1
681	1650	3021	-1
682	11329	3021	-1
683	8054	3021	-1
684	6937	3021	-1
685	3974	3021	-1
686	9086	3021	-1
687	6626	3021	-1
688	3698	3021	-1
689	9970	3021	-1
690	1455	3021	-1
691	5182	3021	-1
692	1318	3021	-1
693	10770	3021	-1
694	10260	3021	-1
695	7571	3021	-1
696	4485	3021	-1
697	7575	3021	0
698	6386	3021	0
699	789	3021	0
700	10815	3021	0
701	7494	3021	0
702	10775	3021	0
703	8976	3021	0
704	6836	3021	0
705	8471	3021	0
706	4892	3021	0
707	0	3021	0
708	0	3021	0
709	7925	3021	0
710	3592	3021	0
711	5466	3021	0
712	4708	3021	0
713	9266	8793	1
714	5977	8793	1
715	10721	8793	1
716	6729	8793	1
717	7809	8793	1
718	45	8793	1
719	11329	8793	1
720	3393	8793	1
721	4173	8793	1
722	9991	8793	1
723	8383	8793	1
724	7994	8793	1
725	6145	8793	1
726	5625	8793	1
727	93	8793	1
728	4299	8793	1
729	1239	8793	1
730	6052	8793	1
731	10562	8793	1
732	7346	8793	1
733	10772	8793	1
734	2102	8793	1
735	5520	8793	1
736	9084	8793	1
737	639	8793	1
738	3666	8793	1
739	3561	8793	1
740	5304	8793	1
741	6352	8793	1
742	6400	8793	1
743	7779	8793	1
744	1266	8793	1
745	1279	8793	1
746	5616	8793	1
747	3974	8793	1
748	2961	8793	1
749	7936	8793	1
750	6872	8793	1
751	4122	8793	1
752	2499	8793	1
753	3612	8793	1
754	7566	8793	1
755	9050	8793	1
756	3573	8793	1
757	2757	8793	1
758	11052	8793	1
759	6937	8793	1
760	6357	8793	1
761	1085	8793	1
762	4186	8793	1
763	448	8793	1
764	2870	8793	1
765	8161	8793	1
766	4195	8793	1
767	9279	8793	1
768	10631	8793	1
769	3260	8793	1
770	2614	8793	1
771	4720	8793	1
772	4150	8793	1
773	1671	8793	1
774	3250	8793	1
775	4179	8793	1
776	6035	8793	1
777	719	8793	1
778	4951	8793	1
779	3806	8793	1
780	509	8793	1
781	8893	8793	1
782	6944	8793	1
783	3242	8793	1
784	1059	8793	1
785	4319	8793	1
786	6574	8793	1
787	6021	8793	1
788	11188	8793	1
789	10480	8793	1
790	5883	8793	1
791	3724	8793	1
792	11148	8793	1
793	0	8793	1
794	11328	8793	1
795	7926	8793	1
796	7494	8793	1
797	8566	8793	1
798	3316	8793	1
799	11255	8793	1
800	8189	8793	1
801	9415	8793	1
802	2441	8793	1
803	6653	8793	1
804	2205	8793	1
805	4907	8793	1
806	7973	8793	1
807	558	8793	1
808	9402	8793	1
809	11264	8793	1
810	4229	8793	1
811	6375	8793	1
812	1460	8793	1
813	8954	8793	1
814	3826	8793	1
815	1495	8793	1
816	11251	8793	1
817	5727	8793	1
818	6927	8793	1
819	109	8793	1
820	6277	8793	1
821	6124	8793	1
822	1567	8793	1
823	3694	8793	1
824	789	8793	1
825	809	8793	1
826	7912	8793	1
827	9967	8793	1
828	1327	8793	1
829	3335	8793	1
830	987	8793	1
831	10815	8793	1
832	1605	8793	1
833	4892	8793	1
834	6751	8793	1
835	3331	8793	1
836	4413	8793	1
837	1384	8793	1
838	543	8793	1
839	10933	8793	1
840	954	8793	1
841	3344	8793	1
842	9911	8793	1
843	4079	8793	1
844	643	8793	1
845	9843	8793	1
846	8662	8793	1
847	3218	8793	1
848	6957	8793	1
849	10093	8793	1
850	3058	8793	1
851	3097	8793	1
852	9181	8793	1
853	2602	8793	1
854	7157	8793	1
855	11028	8793	1
856	585	8793	1
857	2042	8793	1
858	11354	8793	1
859	9122	8793	1
860	1537	8793	1
861	101	8793	1
862	6342	8793	-1
863	7337	8793	-1
864	1264	8793	-1
865	7711	8793	0
866	7571	8793	0
867	7097	8793	0
868	1243	8793	0
869	9768	4636	1
870	6145	4636	1
871	7386	4636	1
872	11052	4636	1
873	3049	4636	1
874	10756	4636	1
875	11208	4636	1
876	10815	4636	1
877	5625	4636	1
878	4545	4636	1
879	6352	4636	1
880	8954	4636	1
881	5283	4636	1
882	10562	4636	1
883	10775	4636	1
884	5757	4636	1
885	5977	4636	1
886	7673	4636	1
887	6124	4636	1
888	7970	4636	1
889	7346	4636	1
890	169	4636	1
891	6840	4636	1
892	5472	4636	1
893	93	4636	1
894	6052	4636	1
895	3873	4636	1
896	6047	4636	1
897	1650	4636	1
898	1888	4636	1
899	10075	4636	1
900	10364	4636	1
901	3335	4636	1
902	7903	4636	1
903	11173	4636	1
904	6400	4636	1
905	3806	4636	1
906	4951	4636	1
907	4708	4636	1
908	1195	4636	1
909	9991	4636	1
910	8793	4636	1
911	3974	4636	1
912	11028	4636	1
913	10721	4636	1
914	6245	4636	1
915	7912	4636	1
916	7157	4636	1
917	1641	4636	1
918	8471	4636	1
919	5520	4636	1
920	10968	4636	1
921	6146	4636	1
922	9823	4636	1
923	719	4636	1
924	9854	4636	1
925	1085	4636	1
926	7809	4636	1
927	10770	4636	1
928	4892	4636	1
929	6653	4636	1
930	2844	4636	1
931	9050	4636	1
932	6290	4636	1
933	3346	4636	1
934	8661	4636	1
935	1239	4636	1
936	8835	4636	1
937	1266	4636	1
938	2179	4636	1
939	9814	4636	1
940	4810	4636	1
941	448	4636	1
942	7973	4636	1
943	809	4636	1
944	9279	4636	1
945	5466	4636	1
946	1327	4636	1
947	10143	4636	1
948	7372	4636	1
949	9086	4636	1
950	1384	4636	1
951	8883	4636	1
952	10365	4636	1
953	9402	4636	1
954	7566	4636	1
955	6320	4636	1
956	9266	4636	1
957	7448	4636	1
958	295	4636	1
959	11329	4636	1
960	2970	4636	1
961	381	4636	1
962	643	4636	1
963	3773	4636	1
964	7571	4636	1
965	2757	4636	1
966	3242	4636	1
967	3886	4636	1
968	4380	4636	1
969	2111	4636	1
970	1765	4636	1
971	5194	4636	1
972	3666	4636	1
973	3573	4636	1
974	5381	4636	1
975	11148	4636	1
976	3328	4636	1
977	5442	4636	1
978	2870	4636	1
979	3971	4636	1
980	4152	4636	1
981	8376	4636	1
982	7406	4636	1
983	766	4636	1
984	5679	4636	1
985	4907	4636	1
986	6733	4636	1
987	4075	4636	1
988	8054	4636	1
989	987	4636	1
990	2945	4636	1
991	7961	4636	1
992	3353	4636	1
993	6055	4636	1
994	5569	4636	1
995	8050	4636	1
996	7182	4636	1
997	10631	4636	1
998	3786	4636	1
999	5616	4636	1
1000	2585	4636	1
1001	4076	4636	1
1002	8404	4636	1
1003	6937	4636	1
1004	7494	4636	1
1005	2487	4636	1
1006	4079	4636	1
1007	954	4636	-1
1008	6621	4636	-1
1009	1567	4636	-1
1010	1481	4636	-1
1011	2102	4636	-1
1012	9255	4636	-1
1013	1305	4636	-1
1014	8893	4636	-1
1015	3103	4636	-1
1016	252	4636	-1
1017	545	4636	-1
1018	5182	4636	-1
1019	3668	4636	-1
1020	7925	4636	0
1021	5937	4636	0
1022	10097	4636	0
1023	5560	7921	1
1024	10367	7921	1
1025	1239	7921	1
1026	28	7921	1
1027	7566	7921	1
1028	2557	7921	1
1029	3666	7921	1
1030	1793	7921	1
1031	6035	7921	1
1032	10126	7921	1
1033	8395	7921	1
1034	3612	7921	1
1035	6352	7921	1
1036	3393	7921	1
1037	5977	7921	1
1038	10631	7921	1
1039	1065	7921	1
1040	5182	7921	1
1041	5744	7921	1
1042	93	7921	1
1043	7673	7921	1
1044	8189	7921	1
1045	8954	7921	1
1046	1266	7921	1
1047	6145	7921	1
1048	7511	7921	1
1049	3009	7921	1
1050	2102	7921	1
1051	7571	7921	1
1052	4179	7921	1
1053	1641	7921	1
1054	719	7921	1
1055	5283	7921	1
1056	1480	7921	1
1057	7779	7921	1
1058	10411	7921	1
1059	6836	7921	1
1060	9300	7921	1
1061	9084	7921	1
1062	4708	7921	1
1063	11329	7921	1
1064	9050	7921	1
1065	11028	7921	1
1066	6937	7921	1
1067	4299	7921	1
1068	9086	7921	1
1069	9967	7921	1
1070	5616	7921	1
1071	3223	7921	1
1072	9823	7921	1
1073	5240	7921	1
1074	9854	7921	1
1075	2757	7921	1
1076	7097	7921	1
1077	6021	7921	1
1078	1384	7921	1
1079	9768	7921	1
1080	1085	7921	1
1081	9970	7921	1
1082	7912	7921	1
1083	639	7921	1
1084	3573	7921	1
1085	6943	7921	1
1086	6927	7921	1
1087	3773	7921	1
1088	4545	7921	1
1089	2314	7921	1
1090	5864	7921	1
1091	6626	7921	1
1092	10815	7921	1
1093	9700	7921	1
1094	6208	7921	1
1095	8953	7921	1
1096	9291	7921	1
1097	8204	7921	1
1098	2844	7921	1
1099	4951	7921	1
1100	5442	7921	1
1101	1327	7921	1
1102	10364	7921	1
1103	1567	7921	1
1104	2913	7921	1
1105	8899	7921	1
1106	2332	7921	1
1107	5675	7921	1
1108	5871	7921	1
1109	585	7921	1
1110	4892	7921	1
1111	3692	7921	1
1112	3402	7921	1
1113	9181	7921	1
1114	10480	7921	1
1115	2184	7921	1
1116	5883	7921	1
1117	2614	7921	1
1118	4763	7921	1
1119	3335	7921	1
1120	1098	7921	1
1121	5761	7921	1
1122	2585	7921	1
1123	4079	7921	1
1124	10772	7921	1
1125	8893	7921	-1
1126	0	7921	-1
1127	10562	7921	-1
1128	0	7921	-1
1129	558	7921	-1
1130	1894	7921	-1
1131	11264	7921	-1
1132	5937	7921	-1
1133	2499	7921	0
1134	4646	7921	0
1135	954	7921	0
1136	7494	7921	0
1137	6145	3573	1
1138	10775	3573	1
1139	3576	3573	1
1140	9331	3573	1
1141	6320	3573	1
1142	639	3573	1
1143	3873	3573	1
1144	2757	3573	1
1145	9273	3573	1
1146	9768	3573	1
1147	11148	3573	1
1148	8922	3573	1
1149	4607	3573	1
1150	8700	3573	1
1151	987	3573	1
1152	1085	3573	1
1153	93	3573	1
1154	5675	3573	1
1155	4485	3573	1
1156	4179	3573	1
1157	2844	3573	1
1158	5194	3573	1
1159	954	3573	1
1160	2217	3573	1
1161	1754	3573	1
1162	8954	3573	1
1163	223	3573	1
1164	3666	3573	1
1165	5442	3573	1
1166	680	3573	1
1167	11341	3573	1
1168	5182	3573	1
1169	3592	3573	1
1170	4018	3573	1
1171	1086	3573	1
1172	3242	3573	1
1173	719	3573	1
1174	3393	3573	1
1175	4732	3573	1
1176	1384	3573	1
1177	435	3573	1
1178	2102	3573	1
1179	9050	3573	1
1180	895	3573	1
1181	3886	3573	1
1182	6361	3573	1
1183	5625	3573	1
1184	10721	3573	1
1185	8661	3573	1
1186	643	3573	1
1187	6944	3573	1
1188	11325	3573	1
1189	1045	3573	1
1190	3335	3573	1
1191	3974	3573	1
1192	5793	3573	1
1193	9823	3573	1
1194	6937	3573	1
1195	6653	3573	1
1196	11028	3573	1
1197	6494	3573	1
1198	4907	3573	1
1199	7779	3573	1
1200	1650	3573	1
1201	1239	3573	1
1202	1327	3573	1
1203	10770	3573	1
1204	11188	3573	1
1205	4545	3573	1
1206	5864	3573	1
1207	6488	3573	1
1208	11198	3573	1
1209	6277	3573	1
1210	6047	3573	1
1211	7055	3573	1
1212	764	3573	1
1213	6927	3573	1
1214	3191	3573	1
1215	7494	3573	1
1216	7304	3573	1
1217	6121	3573	1
1218	2179	3573	1
1219	2672	3573	1
1220	9032	3573	1
1221	10815	3573	-1
1222	558	3573	-1
1223	6352	3573	-1
1224	5727	3573	-1
1225	6342	3573	-1
1226	10562	3573	-1
1227	7925	3573	-1
1228	1266	3573	-1
1229	5937	3573	-1
1230	9630	3573	-1
1231	5240	3573	-1
1232	9854	3573	-1
1233	10577	3573	-1
1234	3346	3573	-1
1235	7571	3573	-1
1236	3877	3573	-1
1237	7337	3573	-1
1238	6621	3573	-1
1239	295	3573	-1
1240	493	3573	-1
1241	5174	3573	-1
1242	3668	3573	-1
1243	9723	3573	-1
1244	6263	3573	-1
1245	1755	3573	0
1246	5372	3573	0
1247	2076	3573	0
1248	2286	3573	0
1249	1894	3573	0
1250	10193	3573	0
1251	6052	3573	0
1252	5625	6937	1
1253	6751	6937	1
1254	5520	6937	1
1255	7511	6937	1
1256	1086	6937	1
1257	7157	6937	1
1258	93	6937	1
1259	6352	6937	1
1260	1085	6937	1
1261	10991	6937	1
1262	9850	6937	1
1263	7925	6937	1
1264	10229	6937	1
1265	639	6937	1
1266	4299	6937	1
1267	7779	6937	1
1268	6734	6937	1
1269	1146	6937	1
1270	4907	6937	1
1271	6021	6937	1
1272	5977	6937	1
1273	11028	6937	1
1274	585	6937	1
1275	3393	6937	1
1276	2499	6937	1
1277	3573	6937	1
1278	7566	6937	1
1279	11329	6937	1
1280	1537	6937	1
1281	2441	6937	1
1282	4892	6937	1
1283	8954	6937	1
1284	1239	6937	1
1285	11366	6937	1
1286	8994	6937	1
1287	2102	6937	1
1288	9084	6937	1
1289	4195	6937	1
1290	10631	6937	1
1291	2757	6937	1
1292	10815	6937	1
1293	4150	6937	1
1294	3335	6937	1
1295	1384	6937	1
1296	509	6937	1
1297	6928	6937	1
1298	5067	6937	1
1299	6944	6937	1
1300	3216	6937	1
1301	3803	6937	1
1302	1266	6937	1
1303	6238	6937	1
1304	8566	6937	1
1305	2286	6937	1
1306	7809	6937	1
1307	1481	6937	1
1308	7097	6937	1
1309	4179	6937	1
1310	6320	6937	1
1311	4545	6937	1
1312	5883	6937	1
1313	6035	6937	1
1314	7571	6937	1
1315	7337	6937	1
1316	6653	6937	1
1317	700	6937	1
1318	4413	6937	1
1319	5864	6937	1
1320	954	6937	1
1321	7940	6937	1
1322	8395	6937	1
1323	8580	6937	1
1324	8793	6937	1
1325	10411	6937	1
1326	6070	6937	1
1327	9181	6937	1
1328	11188	6937	1
1329	5283	6937	1
1330	789	6937	1
1331	7494	6937	1
1332	6574	6937	1
1333	9050	6937	1
1334	9690	6937	1
1335	6774	6937	1
1336	652	6937	1
1337	717	6937	1
1338	3328	6937	1
1339	9768	6937	1
1340	643	6937	1
1341	3592	6937	1
1342	5182	6937	1
1343	2844	6937	1
1344	4951	6937	1
1345	7952	6937	1
1346	6263	6937	1
1347	1327	6937	1
1348	2217	6937	1
1349	9300	6937	1
1350	10721	6937	1
1351	6836	6937	1
1352	669	6937	1
1353	9873	6937	1
1354	764	6937	1
1355	608	6937	1
1356	4696	6937	-1
1357	10933	6937	0
1358	9823	6937	0
1359	10815	11215	1
1360	3316	11215	1
